number,value,datetime_start,datetime_complete,duration,params_crossover_name,params_crossover_probability,params_elitism_rate,params_mutation_name,params_mutation_probability,params_selection_type,params_vehicle_construction,system_attrs_grid_id,system_attrs_search_space,state
140,1156.34,2026-06-02 21:27:12.401965,2026-06-02 21:27:16.681915,0 days 00:00:04.279950,CXCrossover,0.75,0.20,SwapMutation,0.05,binary_tournament,bellman_split,140,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
141,1034.89,2026-06-02 21:27:16.682421,2026-06-02 21:27:29.879775,0 days 00:00:13.197354,OXCrossover,0.80,0.10,SwapMutation,0.10,roulette_wheel,random,141,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
142,877.75,2026-06-02 21:27:29.880099,2026-06-02 21:27:44.984716,0 days 00:00:15.104617,OXCrossover,0.85,0.20,SwapMutation,0.05,roulette_wheel,bellman_split,142,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
143,1095.54,2026-06-02 21:27:44.984995,2026-06-02 21:27:50.322220,0 days 00:00:05.337225,CXCrossover,0.90,0.10,SwapMutation,0.10,binary_tournament,bellman_split,143,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
144,1043.18,2026-06-02 21:27:50.322528,2026-06-02 21:27:52.202123,0 days 00:00:01.879595,PMXCrossover,0.85,0.20,SwapMutation,0.10,binary_tournament,random,144,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
145,784.52,2026-06-02 21:27:52.202912,2026-06-02 21:27:56.911215,0 days 00:00:04.708303,OXCrossover,0.85,0.20,SwapMutation,0.05,binary_tournament,bellman_split,145,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
146,919.48,2026-06-02 21:27:56.911527,2026-06-02 21:27:58.946481,0 days 00:00:02.034954,OXCrossover,0.75,0.10,SwapMutation,0.10,binary_tournament,random,146,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
147,1050.78,2026-06-02 21:27:58.946838,2026-06-02 21:28:03.800421,0 days 00:00:04.853583,PMXCrossover,0.85,0.10,SwapMutation,0.05,binary_tournament,bellman_split,147,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
148,1140.73,2026-06-02 21:28:03.800879,2026-06-02 21:28:15.449275,0 days 00:00:11.648396,CXCrossover,0.90,0.20,SwapMutation,0.05,roulette_wheel,random,148,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
149,1009.03,2026-06-02 21:28:15.449804,2026-06-02 21:28:17.123058,0 days 00:00:01.673254,PMXCrossover,0.80,0.20,InsertMutation,0.05,binary_tournament,random,149,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
150,985.56,2026-06-02 21:28:17.123362,2026-06-02 21:28:18.844715,0 days 00:00:01.721353,PMXCrossover,0.90,0.20,InsertMutation,0.05,binary_tournament,random,150,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
151,777.55,2026-06-02 21:28:18.844983,2026-06-02 21:28:23.602207,0 days 00:00:04.757224,OXCrossover,0.85,0.20,InsertMutation,0.01,binary_tournament,bellman_split,151,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
152,961.94,2026-06-02 21:28:23.602514,2026-06-02 21:28:28.173511,0 days 00:00:04.570997,PMXCrossover,0.90,0.10,SwapMutation,0.01,binary_tournament,bellman_split,152,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
153,899.98,2026-06-02 21:28:28.173801,2026-06-02 21:28:30.328003,0 days 00:00:02.154202,OXCrossover,0.90,0.20,SwapMutation,0.10,binary_tournament,random,153,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
154,803.67,2026-06-02 21:28:30.328319,2026-06-02 21:28:45.533454,0 days 00:00:15.205135,OXCrossover,0.85,0.20,InsertMutation,0.10,roulette_wheel,bellman_split,154,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
155,1242.83,2026-06-02 21:28:45.533748,2026-06-02 21:28:47.428187,0 days 00:00:01.894439,CXCrossover,0.85,0.20,InsertMutation,0.01,binary_tournament,random,155,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
156,1196.63,2026-06-02 21:28:47.428479,2026-06-02 21:28:49.386244,0 days 00:00:01.957765,CXCrossover,0.90,0.10,SwapMutation,0.01,binary_tournament,random,156,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
157,1063.14,2026-06-02 21:28:49.386533,2026-06-02 21:29:05.540407,0 days 00:00:16.153874,CXCrossover,0.85,0.10,SwapMutation,0.01,roulette_wheel,bellman_split,157,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
158,962.94,2026-06-02 21:29:05.540691,2026-06-02 21:29:18.578118,0 days 00:00:13.037427,OXCrossover,0.80,0.10,InsertMutation,0.05,roulette_wheel,random,158,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
159,1145.79,2026-06-02 21:29:18.578429,2026-06-02 21:29:30.124315,0 days 00:00:11.545886,CXCrossover,0.90,0.20,InsertMutation,0.05,roulette_wheel,random,159,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
160,954.88,2026-06-02 21:29:30.124693,2026-06-02 21:29:31.880582,0 days 00:00:01.755889,PMXCrossover,0.85,0.10,SwapMutation,0.05,binary_tournament,random,160,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
161,918.30,2026-06-02 21:29:31.880874,2026-06-02 21:29:33.754363,0 days 00:00:01.873489,PMXCrossover,0.80,0.10,SwapMutation,0.10,binary_tournament,random,161,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
162,1033.35,2026-06-02 21:29:33.754671,2026-06-02 21:29:35.809189,0 days 00:00:02.054518,CXCrossover,0.85,0.20,SwapMutation,0.10,binary_tournament,random,162,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
163,1016.17,2026-06-02 21:29:35.809494,2026-06-02 21:29:37.729450,0 days 00:00:01.919956,PMXCrossover,0.90,0.20,SwapMutation,0.10,binary_tournament,random,163,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
164,870.77,2026-06-02 21:29:37.729754,2026-06-02 21:29:42.280821,0 days 00:00:04.551067,PMXCrossover,0.80,0.10,SwapMutation,0.05,binary_tournament,bellman_split,164,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
165,961.07,2026-06-02 21:29:42.281360,2026-06-02 21:29:44.367309,0 days 00:00:02.085949,OXCrossover,0.80,0.10,SwapMutation,0.10,binary_tournament,random,165,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
166,982.52,2026-06-02 21:29:44.367593,2026-06-02 21:29:56.197182,0 days 00:00:11.829589,PMXCrossover,0.85,0.20,InsertMutation,0.05,roulette_wheel,random,166,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
167,889.02,2026-06-02 21:29:56.197481,2026-06-02 21:30:12.525910,0 days 00:00:16.328429,OXCrossover,0.80,0.10,InsertMutation,0.10,roulette_wheel,bellman_split,167,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
168,1156.91,2026-06-02 21:30:12.526219,2026-06-02 21:30:25.387714,0 days 00:00:12.861495,CXCrossover,0.80,0.10,InsertMutation,0.01,roulette_wheel,random,168,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
169,1093.60,2026-06-02 21:30:25.388024,2026-06-02 21:30:38.297536,0 days 00:00:12.909512,CXCrossover,0.90,0.10,SwapMutation,0.05,roulette_wheel,random,169,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
170,1092.29,2026-06-02 21:30:38.297816,2026-06-02 21:30:53.271764,0 days 00:00:14.973948,CXCrossover,0.85,0.20,InsertMutation,0.01,roulette_wheel,bellman_split,170,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
171,882.54,2026-06-02 21:30:53.272077,2026-06-02 21:31:09.348035,0 days 00:00:16.075958,OXCrossover,0.75,0.20,SwapMutation,0.05,roulette_wheel,bellman_split,171,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
172,979.95,2026-06-02 21:31:09.348318,2026-06-02 21:31:25.447337,0 days 00:00:16.099019,CXCrossover,0.90,0.10,InsertMutation,0.05,roulette_wheel,bellman_split,172,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
173,874.48,2026-06-02 21:31:25.447619,2026-06-02 21:31:27.377237,0 days 00:00:01.929618,OXCrossover,0.80,0.20,InsertMutation,0.01,binary_tournament,random,173,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
174,855.55,2026-06-02 21:31:27.377538,2026-06-02 21:31:32.024592,0 days 00:00:04.647054,PMXCrossover,0.85,0.20,SwapMutation,0.05,binary_tournament,bellman_split,174,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
175,794.43,2026-06-02 21:31:32.024903,2026-06-02 21:31:37.221832,0 days 00:00:05.196929,OXCrossover,0.90,0.10,SwapMutation,0.10,binary_tournament,bellman_split,175,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
176,960.15,2026-06-02 21:31:37.222141,2026-06-02 21:31:52.909330,0 days 00:00:15.687189,PMXCrossover,0.75,0.10,InsertMutation,0.05,roulette_wheel,bellman_split,176,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
177,1010.07,2026-06-02 21:31:52.909648,2026-06-02 21:32:04.729157,0 days 00:00:11.819509,OXCrossover,0.75,0.20,SwapMutation,0.01,roulette_wheel,random,177,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
