number,value,datetime_start,datetime_complete,duration,params_crossover_name,params_crossover_probability,params_elitism_rate,params_mutation_name,params_mutation_probability,params_selection_type,params_vehicle_construction,system_attrs_grid_id,system_attrs_search_space,state
267,980.80,2026-06-02 21:43:59.653137,2026-06-02 21:44:12.313732,0 days 00:00:12.660595,PMXCrossover,0.75,0.10,SwapMutation,0.10,roulette_wheel,random,267,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
268,1113.64,2026-06-02 21:44:12.314024,2026-06-02 21:44:14.123156,0 days 00:00:01.809132,CXCrossover,0.75,0.20,InsertMutation,0.05,binary_tournament,random,268,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
269,897.72,2026-06-02 21:44:14.123430,2026-06-02 21:44:16.223693,0 days 00:00:02.100263,OXCrossover,0.85,0.20,SwapMutation,0.10,binary_tournament,random,269,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
270,996.61,2026-06-02 21:44:16.224004,2026-06-02 21:44:17.857829,0 days 00:00:01.633825,PMXCrossover,0.85,0.20,InsertMutation,0.01,binary_tournament,random,270,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
271,853.68,2026-06-02 21:44:17.858134,2026-06-02 21:44:22.401936,0 days 00:00:04.543802,PMXCrossover,0.80,0.20,InsertMutation,0.10,binary_tournament,bellman_split,271,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
272,964.10,2026-06-02 21:44:22.402208,2026-06-02 21:44:24.384106,0 days 00:00:01.981898,OXCrossover,0.75,0.10,SwapMutation,0.05,binary_tournament,random,272,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
273,871.40,2026-06-02 21:44:24.384443,2026-06-02 21:44:39.992855,0 days 00:00:15.608412,OXCrossover,0.90,0.20,SwapMutation,0.05,roulette_wheel,bellman_split,273,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
274,802.10,2026-06-02 21:44:39.993169,2026-06-02 21:44:45.262026,0 days 00:00:05.268857,OXCrossover,0.90,0.20,InsertMutation,0.10,binary_tournament,bellman_split,274,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
275,813.86,2026-06-02 21:44:45.262438,2026-06-02 21:45:00.696537,0 days 00:00:15.434099,OXCrossover,0.90,0.20,InsertMutation,0.01,roulette_wheel,bellman_split,275,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
276,985.87,2026-06-02 21:45:00.696901,2026-06-02 21:45:02.512556,0 days 00:00:01.815655,PMXCrossover,0.90,0.10,SwapMutation,0.05,binary_tournament,random,276,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
277,1042.50,2026-06-02 21:45:02.512845,2026-06-02 21:45:04.546445,0 days 00:00:02.033600,OXCrossover,0.90,0.20,SwapMutation,0.01,binary_tournament,random,277,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
278,1067.74,2026-06-02 21:45:04.546775,2026-06-02 21:45:16.864631,0 days 00:00:12.317856,CXCrossover,0.75,0.20,SwapMutation,0.10,roulette_wheel,random,278,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
279,1153.86,2026-06-02 21:45:16.864920,2026-06-02 21:45:29.877426,0 days 00:00:13.012506,CXCrossover,0.90,0.10,SwapMutation,0.01,roulette_wheel,random,279,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
280,1112.41,2026-06-02 21:45:29.877739,2026-06-02 21:45:42.972552,0 days 00:00:13.094813,OXCrossover,0.75,0.10,SwapMutation,0.05,roulette_wheel,random,280,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
281,1178.84,2026-06-02 21:45:42.972866,2026-06-02 21:45:58.803099,0 days 00:00:15.830233,CXCrossover,0.75,0.10,InsertMutation,0.01,roulette_wheel,bellman_split,281,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
282,868.88,2026-06-02 21:45:58.803397,2026-06-02 21:46:14.260815,0 days 00:00:15.457418,PMXCrossover,0.90,0.20,SwapMutation,0.10,roulette_wheel,bellman_split,282,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
283,969.00,2026-06-02 21:46:14.261129,2026-06-02 21:46:16.065250,0 days 00:00:01.804121,PMXCrossover,0.85,0.10,SwapMutation,0.10,binary_tournament,random,283,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
284,1079.76,2026-06-02 21:46:16.065560,2026-06-02 21:46:27.835233,0 days 00:00:11.769673,CXCrossover,0.90,0.20,SwapMutation,0.10,roulette_wheel,random,284,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
285,971.75,2026-06-02 21:46:27.835522,2026-06-02 21:46:42.566187,0 days 00:00:14.730665,OXCrossover,0.85,0.10,InsertMutation,0.10,roulette_wheel,random,285,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
286,935.46,2026-06-02 21:46:42.566504,2026-06-02 21:46:44.450749,0 days 00:00:01.884245,PMXCrossover,0.90,0.10,SwapMutation,0.10,binary_tournament,random,286,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
287,962.49,2026-06-02 21:46:44.451069,2026-06-02 21:46:58.087971,0 days 00:00:13.636902,PMXCrossover,0.85,0.10,InsertMutation,0.10,roulette_wheel,random,287,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
288,824.20,2026-06-02 21:46:58.088263,2026-06-02 21:47:02.486995,0 days 00:00:04.398732,OXCrossover,0.75,0.20,InsertMutation,0.10,binary_tournament,bellman_split,288,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
289,974.21,2026-06-02 21:47:02.487311,2026-06-02 21:47:18.002690,0 days 00:00:15.515379,PMXCrossover,0.80,0.10,SwapMutation,0.01,roulette_wheel,bellman_split,289,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
290,892.84,2026-06-02 21:47:18.002971,2026-06-02 21:47:22.723567,0 days 00:00:04.720596,PMXCrossover,0.85,0.10,InsertMutation,0.10,binary_tournament,bellman_split,290,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
291,825.13,2026-06-02 21:47:22.723864,2026-06-02 21:47:27.355124,0 days 00:00:04.631260,OXCrossover,0.75,0.20,SwapMutation,0.10,binary_tournament,bellman_split,291,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
292,772.76,2026-06-02 21:47:27.355452,2026-06-02 21:47:32.502743,0 days 00:00:05.147291,OXCrossover,0.90,0.20,SwapMutation,0.01,binary_tournament,bellman_split,292,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
293,963.81,2026-06-02 21:47:32.503060,2026-06-02 21:47:34.583352,0 days 00:00:02.080292,OXCrossover,0.85,0.10,SwapMutation,0.05,binary_tournament,random,293,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
294,1060.47,2026-06-02 21:47:34.583672,2026-06-02 21:47:50.635378,0 days 00:00:16.051706,CXCrossover,0.90,0.10,SwapMutation,0.05,roulette_wheel,bellman_split,294,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
295,914.69,2026-06-02 21:47:50.635697,2026-06-02 21:47:55.127587,0 days 00:00:04.491890,PMXCrossover,0.80,0.20,SwapMutation,0.10,binary_tournament,bellman_split,295,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
296,891.49,2026-06-02 21:47:55.127862,2026-06-02 21:47:56.947472,0 days 00:00:01.819610,OXCrossover,0.75,0.20,InsertMutation,0.01,binary_tournament,random,296,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
297,831.56,2026-06-02 21:47:56.947827,2026-06-02 21:48:12.537113,0 days 00:00:15.589286,OXCrossover,0.80,0.20,SwapMutation,0.10,roulette_wheel,bellman_split,297,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
298,804.71,2026-06-02 21:48:12.537431,2026-06-02 21:48:17.459028,0 days 00:00:04.921597,OXCrossover,0.85,0.10,SwapMutation,0.01,binary_tournament,bellman_split,298,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
299,1100.03,2026-06-02 21:48:17.459326,2026-06-02 21:48:30.259033,0 days 00:00:12.799707,CXCrossover,0.75,0.10,InsertMutation,0.05,roulette_wheel,random,299,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
300,918.16,2026-06-02 21:48:30.259352,2026-06-02 21:48:34.983583,0 days 00:00:04.724231,PMXCrossover,0.90,0.10,InsertMutation,0.01,binary_tournament,bellman_split,300,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
301,1018.46,2026-06-02 21:48:34.983899,2026-06-02 21:48:47.937813,0 days 00:00:12.953914,PMXCrossover,0.90,0.10,InsertMutation,0.05,roulette_wheel,random,301,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
302,1028.10,2026-06-02 21:48:47.938123,2026-06-02 21:49:02.611398,0 days 00:00:14.673275,PMXCrossover,0.75,0.20,SwapMutation,0.01,roulette_wheel,bellman_split,302,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
303,860.98,2026-06-02 21:49:02.611693,2026-06-02 21:49:18.490189,0 days 00:00:15.878496,OXCrossover,0.85,0.20,SwapMutation,0.10,roulette_wheel,bellman_split,303,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
304,1129.86,2026-06-02 21:49:18.490505,2026-06-02 21:49:30.626915,0 days 00:00:12.136410,CXCrossover,0.90,0.20,InsertMutation,0.01,roulette_wheel,random,304,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
305,1215.17,2026-06-02 21:49:30.627231,2026-06-02 21:49:34.988648,0 days 00:00:04.361417,CXCrossover,0.80,0.10,SwapMutation,0.01,binary_tournament,bellman_split,305,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
306,1108.72,2026-06-02 21:49:34.988986,2026-06-02 21:49:51.372924,0 days 00:00:16.383938,CXCrossover,0.90,0.10,InsertMutation,0.01,roulette_wheel,bellman_split,306,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
307,878.22,2026-06-02 21:49:51.373240,2026-06-02 21:49:55.928613,0 days 00:00:04.555373,PMXCrossover,0.80,0.10,SwapMutation,0.10,binary_tournament,bellman_split,307,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
308,1152.15,2026-06-02 21:49:55.929294,2026-06-02 21:50:08.464752,0 days 00:00:12.535458,PMXCrossover,0.75,0.10,InsertMutation,0.01,roulette_wheel,random,308,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
309,1074.87,2026-06-02 21:50:08.465046,2026-06-02 21:50:12.974944,0 days 00:00:04.509898,CXCrossover,0.75,0.20,InsertMutation,0.05,binary_tournament,bellman_split,309,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
310,920.39,2026-06-02 21:50:12.975663,2026-06-02 21:50:30.276845,0 days 00:00:17.301182,OXCrossover,0.90,0.10,InsertMutation,0.10,roulette_wheel,bellman_split,310,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
311,963.11,2026-06-02 21:50:30.277162,2026-06-02 21:50:43.427177,0 days 00:00:13.150015,PMXCrossover,0.90,0.10,InsertMutation,0.01,roulette_wheel,random,311,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
312,1181.23,2026-06-02 21:50:43.427471,2026-06-02 21:50:48.389462,0 days 00:00:04.961991,CXCrossover,0.85,0.10,InsertMutation,0.01,binary_tournament,bellman_split,312,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
313,1195.99,2026-06-02 21:50:48.389915,2026-06-02 21:50:53.191071,0 days 00:00:04.801156,CXCrossover,0.80,0.10,InsertMutation,0.01,binary_tournament,bellman_split,313,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
314,995.09,2026-06-02 21:50:53.191419,2026-06-02 21:50:58.320958,0 days 00:00:05.129539,CXCrossover,0.90,0.10,SwapMutation,0.05,binary_tournament,bellman_split,314,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
